7142,777 1,0151167
7143,377 1,0071928
7143,977 0,99845791
7144,587 0,98737961
7145,187 0,97735792
7145,787 0,9671059
7146,387 0,95673794
7146,987 0,94928235
7147,587 0,94037942
7148,197 0,93194896
7148,797 0,92492681
7149,397 0,91862415
7149,997 0,91543582
7150,597 0,91218648
7151,207 0,90545868
7151,807 0,90310174
7152,407 0,90161966
7153,007 0,90037737
7153,617 0,89813368
7154,217 0,89674568
7154,817 0,89617393
7155,427 0,89698793
7156,027 0,89851857
7156,627 0,89910761
7157,237 0,90035829
7157,837 0,90249652
7158,437 0,90562517
7159,047 0,90740891
7159,647 0,91264254
7160,257 0,91499344
7160,857 0,91797538
7161,467 0,92361787
7162,067 0,92786965
7162,667 0,93141979
7163,277 0,93899179
7163,877 0,94923114
7164,487 0,9575748
7165,087 0,96925365
7165,697 0,97983977
7166,297 0,99104793
7166,907 1,0002331
7167,507 1,0124306
7168,117 1,0190665
7168,727 1,0255878
7169,327 1,0322598
7169,937 1,0407069
7170,537 1,0466063
7171,147 1,0507341
7171,747 1,0561417
7172,357 1,0589378
7172,967 1,0614955
7173,567 1,0654411
7174,177 1,0671963
7174,787 1,0662719
7175,387 1,0661671
7175,997 1,0648369
7176,607 1,062232
7177,207 1,0584053
7177,817 1,057573
7178,427 1,0517721
7179,037 1,0478185
7179,637 1,0456386
7180,247 1,0416206
7180,857 1,0365903
7181,467 1,03281
7182,067 1,0285692
7182,677 1,0249764
7183,287 1,0222385
7183,897 1,0170475
7184,507 1,015435
7185,117 1,0118342
7185,717 1,0099032
7186,327 1,0068354
7186,937 1,0062276
7187,547 1,0009991
7188,157 0,99914056
7188,767 0,99534455
7189,377 0,99345078
7189,987 0,98630283
7190,597 0,9862627
7191,207 0,98289244
7191,817 0,98179373
7193,277 0,97601136
7195,107 0,97396819
7196,937 0,97458511
7198,897 0,97907143
7200,727 0,98424155
7202,687 0,9862574
7204,637 0,98515828
7206,597 0,98642902
7208,557 0,98373427
7210,647 0,98330733
7212,607 0,98740972
7214,687 0,99316435
7216,777 1,0028006
7218,867 1,0123125
7220,957 1,017389
7223,047 1,0196366
7225,137 1,0185147
7227,357 1,0113803
7229,577 1,0005901
7231,797 0,99261459
7234,017 0,98267389
7236,237 0,97493593
7238,587 0,97609369
7240,817 0,9793935
7243,167 0,98862367
7245,517 0,99649363
7247,867 1,0012738
7250,227 1,004296
7252,577 1,0030548
7255,067 1,0037201
7257,427 1,0042302
7259,907 1,0082822
7262,397 1,0125082
7264,887 1,0172931
7267,377 1,0204585
7269,997 1,0178745
7272,497 1,0256779
7275,117 1,0268369
7277,737 1,0240575
7280,367 1,0190239
7282,997 1,0130367
7285,617 1,0046117
7288,377 0,99450051
7291,017 0,98771143
7293,777 0,98041093
7296,537 0,97857701
7299,307 0,98057688
7302,067 0,98418332
7304,837 0,98864159
7307,737 0,99505811
7310,637 0,99867543
7313,417 1,0014351
7316,327 1,0052727
7319,227 1,0064547
7322,137 1,0073879
7325,177 1,0081569
7328,097 1,008948
7331,137 1,0096311
7334,187 1,0105686
7337,237 1,0109523
7340,287 1,0082993
7343,347 1,0067426
7346,397 1,003348
7349,587 1,0014615
7352,647 1,0000431
7355,847 0,99980957
7359,037 0,99833294
7362,237 0,99757696
7365,447 0,9970965
7368,647 0,99672248
7371,987 0,99511883
7375,197 0,99633327
7378,537 0,99580049
7381,887 0,99901094
7385,227 1,0001874
7388,587 1,0021611
7391,937 1,0048493
7395,427 1,0052375
7398,787 1,0050838
7402,277 1,006891
7405,777 1,0085052
7409,277 1,0083525
7412,787 1,0066729
7416,297 1,0037405
7419,807 1,0010119
7423,447 0,9975182
7426,967 0,99712059
7430,617 0,99694367
7434,277 0,99741005
7437,937 0,9974403
7441,597 0,99661029
7445,267 0,99738534
7449,067 0,99716475
7452,747 0,99757657
7456,557 0,99915969
7460,367 0,99866035
7464,187 1,0007597
7468,007 1,000108
7471,837 1,0022834
7475,667 1,0034397
7479,497 1,0050311
7487,317 1,0027609
7491,297 1,0024484
7495,277 1,0001392
7499,267 1,0008717
7503,257 0,99949716
7507,257 0,99995856
7511,387 0,99925503
7515,397 0,99880065
7519,547 0,99954958
7523,687 0,99742532
7527,707 0,99820004
7531,867 0,99710103
7536,167 0,99873473
7540,337 0,99883236
7544,507 0,99859469
7548,687 0,99755383
7553,007 0,99970998
7557,327 1,0001974
7561,517 0,99864673
7565,857 0,99814254
7570,187 0,99399047
7574,667 0,9985096
7579,017 0,99837458
7583,377 0,99983448
7587,867 0,99924739
7592,237 0,99979855
7596,737 0,99786028
7601,247 0,99912978
7605,767 0,99685709
7610,287 0,99893829
7614,817 1,0011571
7619,357 0,99980901
7623,897 0,99953311
7628,577 1,0002516
7633,127 0,99942155
7637,817 1,0006404
7642,517 0,9992635
7647,227 1,0000161
7651,937 0,99826684
7656,657 0,99853264
7661,387 1,0004054
7666,117 1,0017966
7670,997 1,0017151
7675,737 1,001406
7680,627 1,0005656
7685,517 0,99996155
7690,277 1,0018998
7695,187 1,0029645
7700,107 1,0015807
7705,027 1,0004634
7715,027 0,99778808
7719,967 0,99834845
7725,057 0,99924599
7730,157 1,0008732
7735,117 1,0025932
7740,227 1,0025977
7745,347 1,0026535
7750,467 1,0022965
7755,597 1,0005721
7760,737 1,0010617
7766,027 1,0030305
7771,177 1,0012997
7776,477 1,0018768
7781,647 1,0004154
7786,957 1,0005305
7792,287 1,0004469
7797,477 1,0014396
7802,817 1,000092
7808,157 1,0025071
7813,517 1,0027425
7819,027 0,99943831
7824,397 1,0000969
7829,767 1,001699
7835,307 0,99943526
7840,697 0,99753679
7846,247 0,99830334
7851,797 1,0002896
7857,367 0,99818678
7862,937 0,99816843
7868,517 0,99621541
7874,097 0,99979133
7879,697 0,99956834
7885,307 0,99949697
7890,917 0,99985182
7896,687 1,000755
7902,317 0,99761743
7908,097 0,99937383
