	Mn2O3
6608,97243107769	0,98944030896542
6609,22305764411	0,989988960386719
6609,47368421053	0,990537611808019
6609,72431077694	0,990511151596049
6609,97493734336	0,990198302900107
6610,22556390977	0,989885454204165
6610,47619047619	0,989155946528676
6610,72681704261	0,988316201629559
6610,97744360902	0,987476456730442
6611,22807017544	0,987410730540822
6611,47869674185	0,987666538018172
6611,72932330827	0,987922345495522
6611,97994987469	0,987372538039794
6612,2305764411	0,986325288609621
6612,48120300752	0,985278039179448
6612,73182957394	0,985249691611301
6612,98245614035	0,986110569567966
6613,23308270677	0,986971447524631
6613,48370927318	0,986868129691152
6613,7343358396	0,986252896517779
6613,98496240602	0,985637663344407
6614,23558897243	0,984711446639855
6614,48621553885	0,983545741679781
6614,73684210526	0,982380036719707
6614,98746867168	0,981890625353148
6615,2380952381	0,982143678456168
6615,48872180451	0,982396731559188
6615,73934837093	0,982074504672534
6615,98997493734	0,981355653280488
6616,24060150376	0,980636801888441
6616,49122807018	0,980340186064388
6616,74185463659	0,980459685844767
6616,99248120301	0,980579185625146
6617,24310776942	0,98043220780483
6617,49373433584	0,979897630363998
6617,74436090226	0,979363052923167
6617,99498746867	0,979485892146603
6618,24561403509	0,980199661105082
6618,4962406015	0,980913430063561
6618,74686716792	0,981033282108497
6618,99749373434	0,980367100525507
6619,24812030075	0,979700918942517
6619,49874686717	0,979154651684459
6619,74937343358	0,978843099322893
6620	0,978531546961326
