	MnO
6535,03759398496	0,0419405160742457
6535,28822055138	0,0453543663144597
6535,53884711779	0,0508816397118232
6535,78947368421	0,0522640221291796
6536,04010025063	0,0494163394366403
6536,29072681704	0,053304798124884
6536,54135338346	0,0552918228810682
6536,79197994988	0,0566302402730489
6537,04260651629	0,057706785921766
6537,29323308271	0,0609350552706285
6537,54385964912	0,0634335647523391
6537,79448621554	0,0666333770472731
6538,04511278196	0,0713553579972661
6538,29573934837	0,077706463032584
6538,54636591479	0,0879060101247518
6538,7969924812	0,0994073716683779
6539,04761904762	0,111277543290038
6539,29824561404	0,121865091706537
6539,54887218045	0,129840117908409
6539,79949874687	0,136745780510885
6540,05012531328	0,143542372169751
6540,3007518797	0,152389275753482
6540,55137844612	0,151086226078441
6540,80200501253	0,154164225336072
6541,05263157895	0,159834452751199
6541,30325814536	0,161984714769882
6541,55388471178	0,172080841258775
6541,8045112782	0,186220857612772
6542,05513784461	0,204249052247087
6542,30576441103	0,231141567626454
6542,55639097744	0,251316157695581
6542,80701754386	0,28136921401521
6543,05764411028	0,320518419475909
6543,30827067669	0,366286813971992
6543,55889724311	0,411819179038213
6543,80952380952	0,461383314393906
6544,06015037594	0,513131548573412
6544,31077694236	0,562070120168012
6544,56140350877	0,60884520534296
6544,81203007519	0,649133101024561
6545,0626566416	0,683434303141982
6545,31328320802	0,711617343524339
6545,56390977444	0,740247420392297
6545,81453634085	0,75844089827216
6546,06516290727	0,772340826357668
6546,31578947368	0,794052328910079
6546,5664160401	0,805829962690814
6546,81704260652	0,819490517382565
6547,06766917293	0,834156731886538
6547,31829573935	0,846360536853506
6547,56892230576	0,867298377388241
6547,81954887218	0,887053577756282
6548,0701754386	0,903688358928493
6548,32080200501	0,917369871491768
6548,57142857143	0,937542015137154
6548,82205513784	0,9570113913679
6549,07268170426	0,977708309300123
6549,32330827068	1,00319696010567
6549,57393483709	1,02776434022347
6549,82456140351	1,05864632374129
6550,07518796992	1,09038465247271
6550,32581453634	1,11506535708956
6550,57644110276	1,13787734456533
6550,82706766917	1,15613216468931
6551,07769423559	1,16949097992505
6551,328320802	1,17523458454917
6551,57894736842	1,18722632026238
6551,82957393484	1,19389737867771
6552,08020050125	1,20042116378515
6552,33082706767	1,21169227942739
6552,58145363408	1,21244271717429
6552,8320802005	1,22092039411442
6553,08270676692	1,22977147041332
6553,33333333333	1,22972191148776
6553,58395989975	1,24478993432426
6553,83458646617	1,25458863174886
6554,08521303258	1,26176186684842
6554,335839599	1,26759088699084
6554,58646616541	1,27529448596738
6554,83709273183	1,27255389504837
6555,08771929825	1,26487691274393
6555,33834586466	1,25408992120135
6555,58897243108	1,23292825998618
6555,83959899749	1,21144967970778
6556,09022556391	1,18832455296659
6556,34085213033	1,16144191580647
6556,59147869674	1,13708016396927
6556,84210526316	1,11321495498618
6557,09273182957	1,08945165979926
6557,34335839599	1,06570110318173
6557,59398496241	1,04904930419264
6557,84461152882	1,03140325888977
6558,09523809524	1,01620096177062
6558,34586466165	1,00544166917291
6558,59649122807	0,993975170517026
6558,84711779449	0,984571556787434
6559,0977443609	0,971974852097329
6559,34837092732	0,957416956303197
6559,59899749373	0,966755273848489
6559,84962406015	0,966868969183515
6560,10025062657	0,963277800751874
6560,35087719298	0,958533483001284
6560,6015037594	0,953443073361369
6560,85213032581	0,948732914877954
6561,10275689223	0,944798500688338
6561,35338345865	0,941535358311027
6561,60401002506	0,938760058479529
6561,85463659148	0,935546259172521
6562,1052631579	0,932292694023192
6562,35588972431	0,929340853362914
6562,60651629073	0,928519126915649
6562,85714285714	0,92587815173527
6563,10776942356	0,925287896380297
6563,35839598998	0,928388096016886
6563,60902255639	0,931920939424838
6563,85964912281	0,929135035829009
6564,11027568922	0,927383777206174
6564,36090225564	0,93118816964949
6564,61152882206	0,937831538635326
6564,86215538847	0,940620124818626
6565,11278195489	0,945913507434319
6565,3634085213	0,954037371801214
6565,61403508772	0,95452378520314
6565,86466165414	0,967092956475719
6566,11528822055	0,977423715609256
6566,36591478697	0,983406705249964
6566,61654135338	0,989227177483176
6566,8671679198	0,999316791768153
6567,11779448622	1,00692098733676
6567,36842105263	1,01134406416322
6567,61904761905	1,02140432718032
6567,86967418546	1,02437869319681
6568,12030075188	1,02624898221678
6568,3709273183	1,02731337696353
6568,62155388471	1,02033113262028
6568,87218045113	1,01798482632812
6569,12280701754	1,01390799379066
6569,37343358396	1,00679480940055
6569,62406015038	1,00089481350919
6569,87468671679	0,991953101415517
6570,12531328321	0,982699332100748
6570,37593984962	0,975068370364116
6570,62656641604	0,972027059221088
6570,87719298246	0,963667521620948
6571,12781954887	0,955012269197577
6571,37844611529	0,947324418469141
6571,6290726817	0,938759589028593
6571,87969924812	0,935049510041551
6572,13032581454	0,930003289544084
6572,38095238095	0,92378681030445
6572,63157894737	0,924353801553063
6572,88220551378	0,919052248317423
6573,1328320802	0,916764392538724
6573,38345864662	0,917240623046381
6573,63408521303	0,915677727042325
6573,88471177945	0,908093372237796
6574,13533834586	0,908509519515071
6574,38596491228	0,912306004829492
6574,6365914787	0,910144702697756
6574,88721804511	0,908100403951057
6575,13784461153	0,908824574850041
6575,38847117794	0,909771509264979
6575,63909774436	0,901209119684479
6575,88972431078	0,904424047934953
6576,14035087719	0,906424820247339
6576,39097744361	0,907277173185063
6576,64160401002	0,909741316737221
6576,89223057644	0,909302459673775
6577,14285714286	0,909614937975189
6577,39348370927	0,909746662513027
6577,64411027569	0,907289677353497
6577,89473684211	0,907549071207429
6578,14536340852	0,905320913066991
6578,39598997494	0,901579827837569
6578,64661654135	0,900981927858863
6578,89724310777	0,902549391737771
6579,14786967419	0,901695164872969
6579,3984962406	0,899480001474274
6579,64912280702	0,899381716546268
6579,89974937343	0,89834560748276
6580,15037593985	0,898849299228463
6580,40100250627	0,900212183563483
6580,65162907268	0,901575067898503
6580,9022556391	0,900366523662102
6581,15288220551	0,897496603764319
6581,40350877193	0,894626683866537
6581,65413533835	0,89544157698166
6581,90476190476	0,899209165888571
6582,15538847118	0,902976754795481
6582,40601503759	0,905251405602779
6582,65664160401	0,906049746101545
6582,90726817043	0,906848086600314
6583,15789473684	0,90746821354954
6583,40852130326	0,907867383798923
6583,65914786967	0,908266554048307
6583,90977443609	0,90758566184368
6584,16040100251	0,905216293043528
6584,41102756892	0,902846924243377
6584,66165413534	0,902997888258509
6584,91228070175	0,905284937474236
6585,16290726817	0,907571986689963
6585,41353383459	0,909730827165698
6585,664160401	0,911753484852941
6585,91478696742	0,913776142540184
6586,16541353383	0,914551021025147
6586,41604010025	0,913634892583939
6586,66666666667	0,912718764142731
6586,91729323308	0,9136393137995
6587,1679197995	0,917710770145712
6587,41854636592	0,921782226491924
6587,66917293233	0,924457124427757
6587,91979949875	0,923993122179634
6588,17042606516	0,923529119931511
6588,42105263158	0,924137655836517
6588,671679198	0,92800556583498
6588,92230576441	0,931873475833443
6589,17293233083	0,936114590877462
6589,42355889724	0,940937600160776
6589,67418546366	0,945760609444089
6589,92481203008	0,95109804060935
6590,17543859649	0,957477922606007
6590,42606516291	0,963857804602665
6590,67669172932	0,969848618678386
6590,92731829574	0,974766388984198
6591,17794486216	0,97968415929001
6591,42857142857	0,984616734163101
6591,67919799499	0,989606451629724
6591,9298245614	0,994596169096347
6592,18045112782	0,999177723178241
6592,43107769424	1,00119811586148
6592,68170426065	1,00321850854472
6592,93233082707	1,00554302435777
6593,18295739348	1,00866280297097
6593,4335839599	1,01178258158417
6593,68421052632	1,01513723478618
6593,93483709273	1,0193632947277
6594,18546365915	1,02358935466922
6594,43609022556	1,02720157562306
6594,68671679198	1,02727979457747
6594,9373433584	1,02735801353188
6595,18796992481	1,02758686681886
6595,43859649123	1,02955557689488
6595,68922305764	1,03152428697091
6595,93984962406	1,03214496289489
6596,19047619048	1,02783966127934
6596,44110275689	1,02353435966379
6596,69172932331	1,01956100706904
6596,94235588972	1,01752079600823
6597,19298245614	1,01548058494741
6597,44360902256	1,01366646694659
6597,69423558897	1,01451599336002
6597,94486215539	1,01536551977346
6598,1954887218	1,01621114070891
6598,44611528822	1,01640317924682
6598,69674185464	1,01659521778472
6598,94736842105	1,01678725632262
6599,19799498747	1,01518579257602
6599,44862155388	1,01345685270199
6599,6992481203	1,01172858431794
6599,94987468672	1,01001000214823
6600,20050125313	1,00829141997852
6600,45112781955	1,00657283780881
6600,70175438596	1,00414029824562
6600,95238095238	1,00170238528139
6601,2030075188	0,999264472317158
6601,45363408521	0,991717229812537
6601,70426065163	0,983727085840413
6601,95488721804	0,975736941868288
6602,20551378446	0,973113248245788
6602,45614035088	0,971481909816265
6602,70676691729	0,969850571386742
6602,95739348371	0,965251792093728
6603,20802005013	0,960577330323222
6603,45864661654	0,955902868552717
6603,70927318296	0,953095456897763
6603,95989974937	0,950498172506499
6604,21052631579	0,947900888115234
6604,46115288221	0,943905950590768
6604,71177944862	0,939609495166491
6604,96240601504	0,935313039742213
6605,21303258145	0,932970994152049
6605,46365914787	0,930741035338025
6605,71428571429	0,928511076524001
6605,9649122807	0,925594890919016
6606,21553884712	0,922575684872812
6606,46616541353	0,919556478826608
6606,71679197995	0,917065059669906
6606,96741854637	0,914714623995227
6607,21804511278	0,912364188320548
6607,4686716792	0,909464648549246
6607,71929824561	0,906339637686442
6607,96992481203	0,903214626823639
6608,22055137845	0,902093753497584
6608,47117794486	0,901377214413782
6608,72180451128	0,900660675329979
6608,97243107769	0,898178385211727
6609,22305764411	0,895100742919468
6609,47368421053	0,892023100627208
6609,72431077694	0,888711949707828
6609,97493734336	0,88528451843895
6610,22556390977	0,881857087170073
6610,47619047619	0,881868151296741
6610,72681704261	0,882788952653302
6610,97744360902	0,883709754009863
6611,22807017544	0,880992226755518
6611,47869674185	0,876763308205911
6611,72932330827	0,872534389656304
6611,97994987469	0,869534872400921
6612,2305764411	0,867294471917176
6612,48120300752	0,865054071433432
6612,73182957394	0,861592911850256
6612,98245614035	0,8570663600136
6613,23308270677	0,852539808176943
6613,48370927318	0,849563453919031
6613,7343358396	0,847410137812228
6613,98496240602	0,845256821705424
6614,23558897243	0,843216923121757
6614,48621553885	0,841264367313633
6614,73684210526	0,839311811505509
6614,98746867168	0,837027564797196
6615,2380952381	0,83437917341764
6615,48872180451	0,831730782038085
6615,73934837093	0,830964329881551
6615,98997493734	0,831495373252252
6616,24060150376	0,832026416622953
6616,49122807018	0,830476284816417
6616,74185463659	0,826875142786083
6616,99248120301	0,823274000755749
6617,24310776942	0,821823075521216
6617,49373433584	0,82349970476746
6617,74436090226	0,825176334013704
6617,99498746867	0,824490243585771
6618,24561403509	0,821680383884972
6618,4962406015	0,818870524184173
6618,74686716792	0,818358414520171
6618,99749373434	0,82088731742259
6619,24812030075	0,823416220325008
6619,49874686717	0,825205883147095
6619,74937343358	0,825548590744818
6620	0,825891298342542
